RFS,ID    ,Num,Word,Bit,Object Type,Name,Interlocking ID,Location,TDS AREA (A/B/C),JZA Input Bit Name,Simulation Bit Name,Field I/O Name,Remarks,Index No,,
NMB   ,E006NZ,E006,14,7,Special Object - 502,,NME,,C,# Mapped at NMA word 16,# Mapped at NMA word 16,,,8455
NMB   ,E011NZ,E011,14,9,Special Object - 400,,NME,,C,E011.GPONP,E011.GPONP,,,8453
NMB   ,E012NZ,E012,14,8,Special Object - 401,,NME,,C,E012.GPOFFP,E012.GPOFFP,,,8454
NMB   ,E021NZ,E021,14,13,Special Object - 602,,NME,,C,# Mapped at NMA word 16,# Mapped at NMA word 16,,,8449
NMB   ,E022NZ,E022,14,11,Special Object - 603,,NME,,C,# Mapped at NMA word 16,# Mapped at NMA word 16,,,8451
NMB   ,E023NZ,E023,14,10,Special Object - 604,,NME,,C,# Mapped at NMA word 16,# Mapped at NMA word 16,,,8452
NMB   ,E698NZ,E698,8,3,Special Object - 300,,NME,,C,E698.POK,E698.POK,,,8363
NMB   ,E700NZ,E700,8,2,Special Object - 301,,NME,,C,E700.B24LVK,E700.B24LVK,,,8364
NMB   ,FNMBNZ,FNMB,1,15,Terminal,Bypass RCDA+,NME,,C,# Terminal,# Terminal,,,8239
NMB   ,FNMBNZ,FNMB,1,14,Terminal,Sect. RDCA-,NME,,C,# Terminal,# Terminal,,,8240
NMB   ,FNMBNZ,FNMB,1,13,Terminal,Bypass RCDB+,NME,,C,# Terminal,# Terminal,,,8241
NMB   ,FNMBNZ,FNMB,1,12,Terminal,Sect. RDCB-,NME,,C,# Terminal,# Terminal,,,8242
NMB   ,P677NE,P677,9,15,Points - Left Leg Normal (Connected Pair),Normal,NME,,C,P677.NWCR,677.NWCR,,,8367
NMB   ,P677NE,P677,9,14,Points - Left Leg Normal (Connected Pair),Reverse,NME,,C,P677.RWCR,677.RWCR,,,8368
NMB   ,P677NE,P677,9,13,Points - Left Leg Normal (Connected Pair),Locked,NME,,C,P677.LRP,677.LRP,,,8369
NMB   ,P680NE,P680,9,12,Points - Right Leg Normal,Normal,NME,,C,P680.NWCR,680.NWCR,,,8370
NMB   ,P680NE,P680,9,11,Points - Right Leg Normal,Reverse,NME,,C,P680.RWCR,680.RWCR,,,8371
NMB   ,P680NE,P680,9,10,Points - Right Leg Normal,Locked,NME,,C,P680.LRP,680.LRP,,,8372
NMB   ,P681NE,P681,9,9,Points - Right Leg Normal,Normal,NME,,C,P681.NWCR,681.NWCR,,,8373
NMB   ,P681NE,P681,9,8,Points - Right Leg Normal,Reverse,NME,,C,P681.RWCR,681.RWCR,,,8374
NMB   ,P681NE,P681,9,7,Points - Right Leg Normal,Locked,NME,,C,P681.LRP,681.LRP,,,8375
NMB   ,P684NE,P684,9,6,Points - Left Leg Normal,Normal,NME,,C,P684.NWCR,684.NWCR,,,8376
NMB   ,P684NE,P684,9,5,Points - Left Leg Normal,Reverse,NME,,C,P684.RWCR,684.RWCR,,,8377
NMB   ,P684NE,P684,9,4,Points - Left Leg Normal,Locked,NME,,C,P684.LRP,684.LRP,,,8378
NMB   ,P685NE,P685,9,3,Points - Left Leg Normal,Normal,NME,,C,P685.NWCR,685.NWCR,,,8379
NMB   ,P685NE,P685,9,2,Points - Left Leg Normal,Reverse,NME,,C,P685.RWCR,685.RWCR,,,8380
NMB   ,P685NE,P685,9,1,Points - Left Leg Normal,Locked,NME,,C,P685.LRP,685.LRP,,,8381
NMB   ,P686NE,P686,9,0,Points - Left Leg Normal (Connected Pair),Normal,NME,,C,P686.NWCR,686.NWCR,,,8382
NMB   ,P686NE,P686,10,15,Points - Left Leg Normal (Connected Pair),Reverse,NME,,C,P686.RWCR,686.RWCR,,,8383
NMB   ,P686NE,P686,10,14,Points - Left Leg Normal (Connected Pair),Locked,NME,,C,P686.LRP,686.LRP,,,8384
NMB   ,P687NE,P687,10,13,Points - Right Leg Normal,Normal,NME,,C,P687.NWCR,687.NWCR,,,8385
NMB   ,P687NE,P687,10,12,Points - Right Leg Normal,Reverse,NME,,C,P687.RWCR,687.RWCR,,,8386
NMB   ,P687NE,P687,10,11,Points - Right Leg Normal,Locked,NME,,C,P687.LRP,687.LRP,,,8387
NMB   ,P688NE,P688,10,10,Points - Right Leg Normal,Normal,NME,,C,P688.NWCR,688.NWCR,,,8388
NMB   ,P688NE,P688,10,9,Points - Right Leg Normal,Reverse,NME,,C,P688.RWCR,688.RWCR,,,8389
NMB   ,P688NE,P688,10,8,Points - Right Leg Normal,Locked,NME,,C,P688.LRP,688.LRP,,,8390
NMB   ,P695NE,P695,10,7,Points - Left Leg Normal (Connected Pair),Normal,NME,,C,P695.NWCR,695.NWCR,,,8391
NMB   ,P695NE,P695,10,6,Points - Left Leg Normal (Connected Pair),Reverse,NME,,C,P695.RWCR,695.RWCR,,,8392
NMB   ,P695NE,P695,10,5,Points - Left Leg Normal (Connected Pair),Locked,NME,,C,P695.LRP,695.LRP,,,8393
NMB   ,P697NE,P697,10,4,Points - Left Leg Normal (Connected Pair),Normal,NME,,C,P697.NWCR,697.NWCR,,,8394
NMB   ,P697NE,P697,10,3,Points - Left Leg Normal (Connected Pair),Reverse,NME,,C,P697.RWCR,697.RWCR,,,8395
NMB   ,P697NE,P697,10,2,Points - Left Leg Normal (Connected Pair),Locked,NME,,C,P697.LRP,697.LRP,,,8396
NMB   ,P699NE,P699,11,12,Derailer,Normal,NME,,C,P699.NWCR,699.NWCR,,,8402
NMB   ,P699NE,P699,11,11,Derailer,Reverse,NME,,C,P699.RWCR,699.RWCR,,,8403
NMB   ,P699NE,P699,11,10,Derailer,Locked,NME,,C,P699.LRP,699.LRP,,,8404
NMB   ,S136E0,S136,1,9,Auto Signal,Clear,NME,,C,SE136.RGP,E136.RGP,,,8245
NMB   ,S137E0,S137,1,0,Auto Signal,Clear,NME,,C,SE137.RGP,E137.RGP,,,8254
NMB   ,S494KN,S494,2,6,Auto Signal,Clear,NME,,C,S494.RGP,494.RGP,,,8264
NMB   ,S593KN,S593,2,15,Home Signal,Stop,NME,,C,SK593.NGP,K593.NGP,,,8255
NMB   ,S593KN,S593,2,14,Home Signal,Low Speed,NME,,C,#NA,#NA,,,8256
NMB   ,S593KN,S593,2,13,Home Signal,Clear,NME,,C,#NA,#NA,,,8257
NMB   ,S593KN,S593,2,12,Home Signal,Time Release,NME,,C,#NA,#NA,,,8258
NMB   ,S593KN,S593,2,11,Home Signal,Fleeting,NME,,C,#NA,#NA,,,8259
NMB   ,S593KN,S593,2,10,Home Signal,Approach Clear,NME,,C,#NA,#NA,,,8260
NMB   ,S593KN,S593,2,9,Home Signal,Route Set,NME,,C,#NA,#NA,,,8261
NMB   ,S595KN,S595,6,4,Controlled Auto Signal,Stop,NME,,C,SK595.NGP,K595.NGP,,,8330
NMB   ,S595KN,S595,6,3,Controlled Auto Signal,Clear,NME,,C,SK595.RGP,K595.RGP,,,8331
NMB   ,S595KN,S595,6,2,Controlled Auto Signal,Time Release,NME,,C,#NA,#NA,,,8332
NMB   ,S595KN,S595,6,1,Controlled Auto Signal,Fleeting,NME,,C,#NA,#NA,,,8333
NMB   ,S595KN,S595,6,0,Controlled Auto Signal,Approach Clear,NME,,C,#NA,#NA,,,8334
NMB   ,S595KN,S595,7,15,Controlled Auto Signal,Route Set,NME,,C,SK595.RIP,K595.RIP,,,8335
NMB   ,S684NE,S684,2,5,Auto Signal,Clear,NME,,C,S684.RGP,684.RGP,,,8265
NMB   ,S697NE,S697,2,4,Auto Signal,Clear,NME,,C,S697.RGP,697.RGP,,,8266
NMB   ,S730NE,S730,2,3,Dwarf Signal,Stop,NME,,C,S730.NGP,730.NGP,,,8267
NMB   ,S730NE,S730,2,2,Dwarf Signal,Clear,NME,,C,S730.RGP,730.RGP,,,8268
NMB   ,S730NE,S730,2,1,Dwarf Signal,Time Release,NME,,C,S730.ASP,730.ASP,,,8269
NMB   ,S730NE,S730,2,0,Dwarf Signal,Route Set,NME,,C,S730.RIP,730.RIP,,,8270
NMB   ,S777NE,S777,3,3,Home Signal,Stop,NME,,C,S777.NGP,777.NGP,,,8283
NMB   ,S777NE,S777,3,2,Home Signal,Low Speed,NME,,C,S777.CGR,777.CGR,,,8284
NMB   ,S777NE,S777,3,1,Home Signal,Clear,NME,,C,S777.RGP,777.RGP,,,8285
NMB   ,S777NE,S777,3,0,Home Signal,Time Release,NME,,C,S777.ASP,777.ASP,,,8286
NMB   ,S777NE,S777,4,15,Home Signal,Fleeting,NME,,C,S777.AOR,777.AOR,,,8287
NMB   ,S777NE,S777,4,14,Home Signal,Approach Clear,NME,,C,S777.CPBS,777.CPBS,,,8288
NMB   ,S777NE,S777,4,13,Home Signal,Route Set,NME,,C,S777.RIP,777.RIP,,,8289
NMB   ,S781NE,S781,4,12,Home Signal,Stop,NME,,C,S781.NGP,781.NGP,,,8290
NMB   ,S781NE,S781,4,11,Home Signal,Low Speed,NME,,C,S781.CGR,781.CGR,,,8291
NMB   ,S781NE,S781,4,10,Home Signal,Clear,NME,,C,S781.RGP,781.RGP,,,8292
NMB   ,S781NE,S781,4,9,Home Signal,Time Release,NME,,C,S781.ASP,781.ASP,,,8293
NMB   ,S781NE,S781,4,8,Home Signal,Fleeting,NME,,C,S781.AOR,781.AOR,,,8294
NMB   ,S781NE,S781,4,7,Home Signal,Approach Clear,NME,,C,S781.CPBS,781.CPBS,,,8295
NMB   ,S781NE,S781,4,6,Home Signal,Route Set,NME,,C,S781.RIP,781.RIP,,,8296
NMB   ,S782NE,S782,1,7,Home Signal,Stop,NME,,C,S782.NGP,782.NGP,,,8247
NMB   ,S782NE,S782,1,6,Home Signal,Low Speed,NME,,C,S782.CGR,782.CGR,,,8248
NMB   ,S782NE,S782,1,5,Home Signal,Clear,NME,,C,S782.RGP,782.RGP,,,8249
NMB   ,S782NE,S782,1,4,Home Signal,Time Release,NME,,C,S782.ASP,782.ASP,,,8250
NMB   ,S782NE,S782,1,3,Home Signal,Fleeting,NME,,C,S782.AOR,782.AOR,,,8251
NMB   ,S782NE,S782,1,2,Home Signal,Approach Clear,NME,,C,S782.CPBS,782.CPBS,,,8252
NMB   ,S782NE,S782,1,1,Home Signal,Route Set,NME,,C,S782.RIP,782.RIP,,,8253
NMB   ,S783NE,S783,4,0,Home Signal,Stop,NME,,C,S783.NGP,783.NGP,,,8302
NMB   ,S783NE,S783,5,15,Home Signal,Low Speed,NME,,C,#,#,,,8303
NMB   ,S783NE,S783,5,14,Home Signal,Clear,NME,,C,S783.RGP,783.RGP,,,8304
NMB   ,S783NE,S783,5,13,Home Signal,Time Release,NME,,C,S783.ASP,783.ASP,,,8305
NMB   ,S783NE,S783,5,12,Home Signal,Fleeting,NME,,C,S783.AOR,783.AOR,,,8306
NMB   ,S783NE,S783,5,11,Home Signal,Approach Clear,NME,,C,#,#,,,8307
NMB   ,S783NE,S783,5,10,Home Signal,Route Set,NME,,C,S783.RIP,783.RIP,,,8308
NMB   ,S786NE,S786,5,9,Home Signal,Stop,NME,,C,S786.NGP,786.NGP,,,8309
NMB   ,S786NE,S786,5,8,Home Signal,Low Speed,NME,,C,S786.CGR,786.CGR,,,8310
NMB   ,S786NE,S786,5,7,Home Signal,Clear,NME,,C,S786.RGP,786.RGP,,,8311
NMB   ,S786NE,S786,5,6,Home Signal,Time Release,NME,,C,S786.ASP,786.ASP,,,8312
NMB   ,S786NE,S786,5,5,Home Signal,Fleeting,NME,,C,S786.AOR,786.AOR,,,8313
NMB   ,S786NE,S786,5,4,Home Signal,Approach Clear,NME,,C,S786.CPBS,786.CPBS,,,8314
NMB   ,S786NE,S786,5,3,Home Signal,Route Set,NME,,C,S786.RIP,786.RIP,,,8315
NMB   ,S787NE,S787,5,2,Home Signal,Stop,NME,,C,S787.NGP,787.NGP,,,8316
NMB   ,S787NE,S787,5,1,Home Signal,Low Speed,NME,,C,S787.CGR,787.CGR,,,8317
NMB   ,S787NE,S787,5,0,Home Signal,Clear,NME,,C,S787.RGP,787.RGP,,,8318
NMB   ,S787NE,S787,5,15,Home Signal,Time Release,NME,,C,S787.ASP,787.ASP,,,8319
NMB   ,S787NE,S787,5,14,Home Signal,Fleeting,NME,,C,S787.AOR,787.AOR,,,8320
NMB   ,S787NE,S787,5,13,Home Signal,Approach Clear,NME,,C,S787.CPBS,787.CPBS,,,8321
NMB   ,S787NE,S787,5,12,Home Signal,Route Set,NME,,C,S787.RIP,787.RIP,,,8322
NMB   ,S788NE,S788,6,11,Home Signal,Stop,NME,,C,S788.NGP,788.NGP,,,8323
NMB   ,S788NE,S788,6,10,Home Signal,Low Speed,NME,,C,S788.CGR,788.CGR,,,8324
NMB   ,S788NE,S788,6,9,Home Signal,Clear,NME,,C,S788.RGP,788.RGP,,,8325
NMB   ,S788NE,S788,6,8,Home Signal,Time Release,NME,,C,S788.ASP,788.ASP,,,8326
NMB   ,S788NE,S788,6,7,Home Signal,Fleeting,NME,,C,S788.AOR,788.AOR,,,8327
NMB   ,S788NE,S788,6,6,Home Signal,Approach Clear,NME,,C,S788.CPBS,788.CPBS,,,8328
NMB   ,S788NE,S788,6,5,Home Signal,Route Set,NME,,C,S788.RIP,788.RIP,,,8329
NMB   ,S795NE,S795,7,14,Dwarf Signal,Stop,NME,,C,S795.NGP,795.NGP,,,8336
NMB   ,S795NE,S795,7,13,Dwarf Signal,Clear,NME,,C,S795.RGP,795.RGP,,,8337
NMB   ,S795NE,S795,7,12,Dwarf Signal,Time Release,NME,,C,S795.ASP,795.ASP,,,8338
NMB   ,S795NE,S795,7,11,Dwarf Signal,Route Set,NME,,C,S795.RIP,795.RIP,,,8339
NMB   ,S796NE,S796,7,10,Home Signal,Stop,NME,,C,S796.NGP,796.NGP,,,8340
NMB   ,S796NE,S796,7,9,Home Signal,Low Speed,NME,,C,S796.CGR,796.CGR,,,8341
NMB   ,S796NE,S796,7,8,Home Signal,Clear,NME,,C,S796.RGP,796.RGP,,,8342
NMB   ,S796NE,S796,7,7,Home Signal,Time Release,NME,,C,S796.ASP,796.ASP,,,8343
NMB   ,S796NE,S796,7,6,Home Signal,Fleeting,NME,,C,S796.AOR,796.AOR,,,8344
NMB   ,S796NE,S796,7,5,Home Signal,Approach Clear,NME,,C,S796.CPBS,796.CPBS,,,8345
NMB   ,S796NE,S796,7,4,Home Signal,Route Set,NME,,C,S796.RIP,796.RIP,,,8346
NMB   ,S797NE,S797,7,3,Home Signal,Stop,NME,,C,S797.NGP,797.NGP,,,8347
NMB   ,S797NE,S797,7,2,Home Signal,Low Speed,NME,,C,S797.CGR,797.CGR,,,8348
NMB   ,S797NE,S797,7,1,Home Signal,Clear,NME,,C,S797.RGP,797.RGP,,,8349
NMB   ,S797NE,S797,7,0,Home Signal,Time Release,NME,,C,S797.ASP,797.ASP,,,8350
NMB   ,S797NE,S797,8,15,Home Signal,Fleeting,NME,,C,S797.AOR,797.AOR,,,8351
NMB   ,S797NE,S797,8,14,Home Signal,Approach Clear,NME,,C,S797.CPBS,797.CPBS,,,8352
NMB   ,S797NE,S797,8,13,Home Signal,Route Set,NME,,C,S797.RIP,797.RIP,,,8353
NMB   ,S798NE,S798,8,12,Home Signal,Stop,NME,,C,S798.NGP,798.NGP,,,8354
NMB   ,S798NE,S798,8,11,Home Signal,Low Speed,NME,,C,S798.CGR,798.CGR,,,8355
NMB   ,S798NE,S798,8,10,Home Signal,Clear,NME,,C,S798.RGP,798.RGP,,,8356
NMB   ,S798NE,S798,8,9,Home Signal,Time Release,NME,,C,S798.ASP,798.ASP,,,8357
NMB   ,S798NE,S798,8,8,Home Signal,Fleeting,NME,,C,S798.AOR,798.AOR,,,8358
NMB   ,S798NE,S798,8,7,Home Signal,Approach Clear,NME,,C,S798.CPBS,798.CPBS,,,8359
NMB   ,S798NE,S798,8,6,Home Signal,Route Set,NME,,C,S798.RIP,798.RIP,,,8360
NMB   ,T136E0,T136,10,1,Track Circuit,Clear,NME,,C,TE136.TPK,E136.TPK,,,8397
NMB   ,T137E0,T137,10,0,Track Circuit,Clear,NME,,C,TE137.TPK,E137.TPK,,,8398
NMB   ,T492KN,T492,11,15,Track Circuit,Clear,NME,,C,TK492.TPK,K492.TPK,,,8399
NMB   ,T494KN,T494,11,14,Track Circuit,Clear,NME,,C,TK494.TPK,K494.TPK,,,8400
NMB   ,T595KN,T595,11,13,Track Circuit,Clear,NME,,C,TK595.TPK,K595.TPK,,,8401
NMB   ,T634NE,T634,11,5,Approach Track Circuit,Clear,NME,,C,T634.TPK,634.TPK,,,8409
NMB   ,T634NE,T634,11,4,Approach Track Circuit,Approaching,NME,,C,T634.ARP,634.ARP,,,8410
NMB   ,T680NE,T680,11,1,Track Circuit,Clear,NME,,C,T680.TPK,680.TPK,,,8413
NMB   ,T681NE,T681,11,0,Track Circuit,Clear,NME,,C,T681.TPK,681.TPK,,,8414
NMB   ,T682NE,T682,12,14,Track Circuit,Clear,NME,,C,T682.TPK,682.TPK,,,8416
NMB   ,T683NE,T683,12,13,Track Circuit,Clear,NME,,C,T683.TPK,683.TPK,,,8417
NMB   ,T684NE,T684,12,12,Track Circuit,Clear,NME,,C,T684.TPK,684.TPK,,,8418
NMB   ,T685NE,T685,12,11,Track Circuit,Clear,NME,,C,T685.TPK,685.TPK,,,8419
NMB   ,T686NE,T686,12,10,Track Circuit,Clear,NME,,C,T686.TPK,686.TPK,,,8420
NMB   ,T687NE,T687,12,9,Track Circuit,Clear,NME,,C,T687.TPK,687.TPK,,,8421
NMB   ,T688NE,T688,12,8,Track Circuit,Clear,NME,,C,T688.TPK,688.TPK,,,8422
NMB   ,T689NE,T689,12,7,Track Circuit,Clear,NME,,C,T689.TPK,689.TPK,,,8423
NMB   ,T693NE,T693,12,6,Track Circuit,Clear,NME,,C,T693.TPK,693.TPK,,,8424
NMB   ,T695NE,T695,12,5,Track Circuit,Clear,NME,,C,T695.TPK,695.TPK,,,8425
NMB   ,T697NE,T697,12,4,Track Circuit,Clear,NME,,C,T697.TPK,697.TPK,,,8426
NMB   ,T777NE,T777,13,13,Track Circuit,Clear,NME,,C,T777.TPK,777.TPK,,,8433
NMB   ,T781NE,T781,13,12,Track Circuit,Clear,NME,,C,T781.TPK,781.TPK,,,8434
NMB   ,T782NE,T782,13,11,Track Circuit,Clear,NME,,C,T782.TPK,782.TPK,,,8435
NMB   ,T783NE,T783,13,10,Track Circuit,Clear,NME,,C,T783.TPK,783.TPK,,,8436
NMB   ,T784NE,T784,13,9,Track Circuit,Clear,NME,,C,T784.TPK,784.TPK,,,8437
NMB   ,T785NE,T785,13,8,Track Circuit,Clear,NME,,C,T785.TPK,785.TPK,,,8438
NMB   ,T786NE,T786,13,7,Track Circuit,Clear,NME,,C,T786.TPK,786.TPK,,,8439
NMB   ,T787NE,T787,13,6,Track Circuit,Clear,NME,,C,T787.TPK,787.TPK,,,8440
NMB   ,T788NE,T788,13,5,Track Circuit,Clear,NME,,C,T788.TPK,788.TPK,,,8441
NMB   ,T789NE,T789,12,3,Approach Track Circuit,Clear,NME,,C,T789.TPK,789.TPK,,,8427
NMB   ,T789NE,T789,12,2,Approach Track Circuit,Approaching,NME,,C,T789.ARP,789.ARP,,,8428
NMB   ,T795NE,T795,13,3,Track Circuit,Clear,NME,,C,T795.TPK,795.TPK,,,8443
NMB   ,T796NE,T796,13,2,Track Circuit,Clear,NME,,C,T796.TPK,796.TPK,,,8444
NMB   ,T797NE,T797,13,1,Track Circuit,Clear,NME,,C,T797.TPK,797.TPK,,,8445
NMB   ,T798NE,T798,13,0,Track Circuit,Clear,NME,,C,T798.TPK,798.TPK,,,8446
NMB   ,T877NE,T877,14,15,Approach Track Circuit,Clear,NME,,C,T877.TPK,877.TPK,,,8447
NMB   ,T877NE,T877,14,14,Approach Track Circuit,Approaching,NME,,C,T877.ARP,877.ARP,,,8448
NMB   ,T886NE,T886,13,14,Track Circuit,Clear,NME,,C,T886.TPK,886.TPK,,,8432
NMB   ,,,1,11,Not Used,,NME,,C,# Not Used,# Not Used,,,8243
NMB   ,,,1,10,Not Used,,NME,,C,# Not Used,# Not Used,,,8244
NMB   ,,,1,8,Not Used,,NME,,C,# Not Used,# Not Used,,,8246
NMB   ,,,2,8,Not Used,,NME,,C,# Not Used,# Not Used,,,8262
NMB   ,,,2,7,Not Used,,NME,,C,# Not Used,# Not Used,,,8263
NMB   ,,,3,15,Not Used,,NME,,C,# Not Used,# Not Used,,,8271
NMB   ,,,3,14,Not Used,,NME,,C,# Not Used,# Not Used,,,8272
NMB   ,,,3,13,Not Used,,NME,,C,# Not Used,# Not Used,,,8273
NMB   ,,,3,12,Not Used,,NME,,C,# Not Used,# Not Used,,,8274
NMB   ,,,3,11,Not Used,,NME,,C,# Not Used,# Not Used,,,8275
NMB   ,,,3,10,Not Used,,NME,,C,# Not Used,# Not Used,,,8276
NMB   ,,,3,9,Not Used,,NME,,C,# Not Used,# Not Used,,,8277
NMB   ,,,3,8,Not Used,,NME,,C,# Not Used,# Not Used,,,8278
NMB   ,,,3,7,Not Used,,NME,,C,# Not Used,# Not Used,,,8279
NMB   ,,,3,6,Not Used,,NME,,C,# Not Used,# Not Used,,,8280
NMB   ,,,3,5,Not Used,,NME,,C,# Not Used,# Not Used,,,8281
NMB   ,,,3,4,Not Used,,NME,,C,# Not Used,# Not Used,,,8282
NMB   ,,,4,5,Not Used,,NME,,C,# Not Used,# Not Used,,,8297
NMB   ,,,4,4,Not Used,,NME,,C,# Not Used,# Not Used,,,8298
NMB   ,,,4,3,Not Used,,NME,,C,# Not Used,# Not Used,,,8299
NMB   ,,,4,2,Not Used,,NME,,C,# Not Used,# Not Used,,,8300
NMB   ,,,4,1,Not Used,,NME,,C,# Not Used,# Not Used,,,8301
NMB   ,,,8,5,Not Used,,NME,,C,# Not Used,# Not Used,,,8361
NMB   ,,,8,4,Not Used,,NME,,C,# Not Used,# Not Used,,,8362
NMB   ,,,8,1,Not Used,,NME,,C,# Not Used,# Not Used,,,8365
NMB   ,,,8,0,Not Used,,NME,,C,# Not Used,# Not Used,,,8366
NMB   ,,,11,9,Not Used,,NME,,C,# Not Used,# Not Used,,,8405
NMB   ,,,11,8,Not Used,,NME,,C,# Not Used,# Not Used,,,8406
NMB   ,,,11,7,Not Used,,NME,,C,# Not Used,# Not Used,,,8407
NMB   ,,,11,6,Not Used,,NME,,C,# Not Used,# Not Used,,,8408
NMB   ,,,11,3,Not Used,,NME,,C,# Not Used,# Not Used,,,8411
NMB   ,,,11,2,Not Used,,NME,,C,# Not Used,# Not Used,,,8412
NMB   ,,,12,15,Not Used,,NME,,C,# Not Used,# Not Used,,,8415
NMB   ,,,12,1,Not Used,,NME,,C,# Not Used,# Not Used,,,8429
NMB   ,,,12,0,Not Used,,NME,,C,# Not Used,# Not Used,,,8430
NMB   ,,,13,15,Not Used,,NME,,C,# Not Used,# Not Used,,,8431
NMB   ,,,13,4,Not Used,,NME,,C,# Not Used,# Not Used,,,8442
NMB   ,,,14,12,Not Used,,NME,,C,# Not Used,# Not Used,,,8450
NMB   ,,,14,6,Not Used,,NME,,C,# Not Used,# Not Used,,,8456
NMB   ,,,14,5,Not Used,,NME,,C,# Not Used,# Not Used,,,8457
NMM   ,E001NM,E001,10,4,Special Object - 600,,NME,,C,# Mapped at NMA word 16,# Mapped at NMA word 16,,,8618
NMM   ,E002NM,E002,10,3,Special Object - 100,,NME,,C,# Mapped at NMA word 16,# Mapped at NMA word 16,,,8619
NMM   ,E003NM,E003,10,2,Special Object - 300,,NME,,C,# Mapped at NMA word 16,# Mapped at NMA word 16,,,8620
NMM   ,E004NM,E004,10,1,Special Object - 301,,NME,,C,# Mapped at NMA word 16,# Mapped at NMA word 16,,,8621
NMM   ,E005NM,E005,10,0,Special Object - 601,,NME,,C,# Mapped at NMA word 16,# Mapped at NMA word 16,,,8622
NMM   ,P460NE,P460,6,15,Points - Right Leg Normal,Normal,NME,,C,P460.NWCR,460.NWCR,,,8543
NMM   ,P460NE,P460,6,14,Points - Right Leg Normal,Reverse,NME,,C,P460.RWCR,460.RWCR,,,8544
NMM   ,P460NE,P460,6,13,Points - Right Leg Normal,Locked,NME,,C,P460.LRP,460.LRP,,,8545
NMM   ,P461NE,P461,6,12,Points - Right Leg Normal,Normal,NME,,C,P461.NWCR,461.NWCR,,,8546
NMM   ,P461NE,P461,6,11,Points - Right Leg Normal,Reverse,NME,,C,P461.RWCR,461.RWCR,,,8547
NMM   ,P461NE,P461,6,10,Points - Right Leg Normal,Locked,NME,,C,P461.LRP,461.LRP,,,8548
NMM   ,P462NE,P462,6,9,Points - Left Leg Normal (Connected Pair),Normal,NME,,C,P462.NWCR,462.NWCR,,,8549
NMM   ,P462NE,P462,6,8,Points - Left Leg Normal (Connected Pair),Reverse,NME,,C,P462.RWCR,462.RWCR,,,8550
NMM   ,P462NE,P462,6,7,Points - Left Leg Normal (Connected Pair),Locked,NME,,C,P462.LRP,462.LRP,,,8551
NMM   ,P463NE,P463,6,6,Points - Left Leg Normal,Normal,NME,,C,P463.NWCR,463.NWCR,,,8552
NMM   ,P463NE,P463,6,5,Points - Left Leg Normal,Reverse,NME,,C,P463.RWCR,463.RWCR,,,8553
NMM   ,P463NE,P463,6,4,Points - Left Leg Normal,Locked,NME,,C,P463.LRP,463.LRP,,,8554
NMM   ,P465NE,P465,6,3,Points - Left Leg Normal,Normal,NME,,C,P465.NWCR,465.NWCR,,,8555
NMM   ,P465NE,P465,6,2,Points - Left Leg Normal,Reverse,NME,,C,P465.RWCR,465.RWCR,,,8556
NMM   ,P465NE,P465,6,1,Points - Left Leg Normal,Locked,NME,,C,P465.LRP,465.LRP,,,8557
NMM   ,P470NE,P470,6,0,Points - Right Leg Normal,Normal,NME,,C,P470.NWCR,470.NWCR,,,8558
NMM   ,P470NE,P470,7,15,Points - Right Leg Normal,Reverse,NME,,C,P470.RWCR,470.RWCR,,,8559
NMM   ,P470NE,P470,7,14,Points - Right Leg Normal,Locked,NME,,C,P470.LRP,470.LRP,,,8560
NMM   ,P471NE,P471,7,13,Points - Right Leg Normal,Normal,NME,,C,P471.NWCR,471.NWCR,,,8561
NMM   ,P471NE,P471,7,12,Points - Right Leg Normal,Reverse,NME,,C,P471.RWCR,471.RWCR,,,8562
NMM   ,P471NE,P471,7,11,Points - Right Leg Normal,Locked,NME,,C,P471.LRP,471.LRP,,,8563
NMM   ,P472NE,P472,7,7,Points - Right Leg Normal,Normal,NME,,C,P472.NWCR,472.NWCR,,,8567
NMM   ,P472NE,P472,7,6,Points - Right Leg Normal,Reverse,NME,,C,P472.RWCR,472.RWCR,,,8568
NMM   ,P472NE,P472,7,5,Points - Right Leg Normal,Locked,NME,,C,P472.LRP,472.LRP,,,8569
NMM   ,P473NE,P473,7,4,Points - Right Leg Normal,Normal,NME,,C,P473.NWCR,473.NWCR,,,8570
NMM   ,P473NE,P473,7,3,Points - Right Leg Normal,Reverse,NME,,C,P473.RWCR,473.RWCR,,,8571
NMM   ,P473NE,P473,7,2,Points - Right Leg Normal,Locked,NME,,C,P473.LRP,473.LRP,,,8572
NMM   ,S456KN,S456,1,15,Auto Signal,Clear,NME,,C,SK456.RGP,456.RGP,,,8463
NMM   ,S461NE,S461,1,14,Auto Signal,Clear,NME,,C,S461.RGP,461.RGP,,,8464
NMM   ,S474NE,S474,1,13,Auto Signal,Clear,NME,,C,S474.RGP,474.RGP,,,8465
NMM   ,S561NE,S561,1,12,Home Signal,Stop,NME,,C,S561.NGP,561.NGP,,,8466
NMM   ,S561NE,S561,1,11,Home Signal,Low Speed,NME,,C,S561.CGR,561.CGR,,,8467
NMM   ,S561NE,S561,1,10,Home Signal,Clear,NME,,C,S561.RGP,561.RGP,,,8468
NMM   ,S561NE,S561,1,9,Home Signal,Time Release,NME,,C,S561.ASP,561.ASP,,,8469
