RFS,ID    ,Num,Word,Bit,Object Type,Name,Interlocking ID,Location,TDS AREA (A/B/C),JZA Input Bit Name,Simulation Bit Name,Field I/O Name,Remarks,Index No,,
CBE,LEvaRLX,LEvaR,8,6,Level Crossing,Down,,,,,,,,12702
CBE,LEvaRLX,LEvaR,8,5,Level Crossing,Power On,,,,,,,,12703
CBE,LEvaRLX,LEvaR,8,4,Level Crossing,Down Too Long,,,,,,,,12704
CBE,LGreRLX,LGreR,2,D,Level Crossing,Up,,,,,,,,12599
CBE,LGreRLX,LGreR,2,C,Level Crossing,Down,,,,,,,,12600
CBE,LGreRLX,LGreR,2,B,Level Crossing,Power On,,,,,,,,12601
CBE,LGreRLX,LGreR,2,A,Level Crossing,Down Too Long,,,,,,,,12602
CBE,LSouHLX,LSouH,11,3,Level Crossing,Up,,,,,,,,12849
CBE,LSouHLX,LSouH,11,2,Level Crossing,Down,,,,,,,,12850
CBE,LSouHLX,LSouH,11,1,Level Crossing,Power On,,,,,,,,12851
CBE,LSouHLX,LSouH,11,0,Level Crossing,Down Too Long,,,,,,,,12852
CBE,LThoRLX,LThoR,9,C,Level Crossing,Up,,,,,,,,12712
CBE,LThoRLX,LThoR,9,B,Level Crossing,Down,,,,,,,,12713
CBE,LThoRLX,LThoR,9,A,Level Crossing,Power On,,,,,,,,12714
CBE,LThoRLX,LThoR,9,9,Level Crossing,Down Too Long,,,,,,,,12715
CBE,P675W,P675,4,F,Point,Normal,,,,,,,,12629
CBE,P675W,P675,4,E,Point,Reverse,,,,,,,,12630
CBE,P675W,P675,4,D,Point,Locked,,,,,,,,12631
CBE,P677W,P677,3,C,Points - Right Leg Normal (Connected Pair),Normal,,,,,,,,12616
CBE,P677W,P677,3,B,Points - Right Leg Normal (Connected Pair),Reverse,,,,,,,,12617
CBE,P677W,P677,3,A,Points - Right Leg Normal (Connected Pair),Locked,,,,,,,,12618
CBE,P680W,P680,5,1,Points - Right Leg Normal (Connected Pair),Normal,,,,,,,,12659
CBE,P680W,P680,5,0,Points - Right Leg Normal (Connected Pair),Reverse,,,,,,,,12660
CBE,P680W,P680,6,F,Points - Right Leg Normal (Connected Pair),Locked,,,,,,,,12661
CBE,P687,P687,D,D,Security Gate,,,,,,,,,12775
CBE,P688W,P688,6,0,Points - Left Leg Normal,Normal,,,,,,,,12676
CBE,P688W,P688,7,F,Points - Left Leg Normal,Reverse,,,,,,,,12677
CBE,P688W,P688,7,E,Points - Left Leg Normal,Locked,,,,,,,,12678
CBE,P690W,P690,D,B,Points - Left Leg Normal,Normal,,,,,,,,12777
CBE,P690W,P690,D,A,Points - Left Leg Normal,Reverse,,,,,,,,12778
CBE,P690W,P690,D,9,Points - Left Leg Normal,Locked,,,,,,,,12779
CBE,P691W,P691,F,3,Points - Left Leg Normal (Connected Pair),Normal,,,,,,,,12817
CBE,P691W,P691,F,2,Points - Left Leg Normal (Connected Pair),Reverse,,,,,,,,12818
CBE,P691W,P691,F,1,Points - Left Leg Normal (Connected Pair),Locked,,,,,,,,12819
CBE,P692W,P692,10,F,Points - Left Leg Normal,Normal,,,,,,,,12821
CBE,P692W,P692,10,E,Points - Left Leg Normal,Reverse,,,,,,,,12822
CBE,P692W,P692,10,D,Points - Left Leg Normal,Locked,,,,,,,,12823
CBE,P693W,P693,10,B,Points - Left Leg Normal,Normal,,,,,,,,12825
CBE,P693W,P693,10,A,Points - Left Leg Normal,Reverse,,,,,,,,12826
CBE,P693W,P693,10,9,Points - Left Leg Normal,Locked,,,,,,,,12827
CBE,P694W,P694,D,7,Points - Right Leg Normal (Connected Pair),Normal,,,,,,,,12781
CBE,P694W,P694,D,6,Points - Right Leg Normal (Connected Pair),Reverse,,,,,,,,12782
CBE,P694W,P694,D,5,Points - Right Leg Normal (Connected Pair),Locked,,,,,,,,12783
CBE,P695T,P695,E,F,Track Circuit,Clear,,,,,,,,12789
CBE,P695W,P695,D,3,Points - Right Leg Normal,Normal,,,,,,,,12785
CBE,P695W,P695,D,2,Points - Right Leg Normal,Reverse,,,,,,,,12786
CBE,P695W,P695,D,1,Points - Right Leg Normal,Locked,,,,,,,,12787
CBE,P696T,P696,E,A,Track Circuit,Clear,,,,,,,,12794
CBE,P696W,P696,E,E,Points - Right Leg Normal (Connected Pair),Normal,,,,,,,,12790
CBE,P696W,P696,E,D,Points - Right Leg Normal (Connected Pair),Reverse,,,,,,,,12791
CBE,P696W,P696,E,C,Points - Right Leg Normal (Connected Pair),Locked,,,,,,,,12792
CBE,P697W,P697,E,9,Points - Right Leg Normal,Normal,,,,,,,,12795
CBE,P697W,P697,E,8,Points - Right Leg Normal,Reverse,,,,,,,,12796
CBE,P697W,P697,E,7,Points - Right Leg Normal,Locked,,,,,,,,12797
CBE,P698W,P698,10,7,Points - Left Leg Normal,Normal,,,,,,,,12829
CBE,P698W,P698,10,6,Points - Left Leg Normal,Reverse,,,,,,,,12830
CBE,P698W,P698,10,5,Points - Left Leg Normal,Locked,,,,,,,,12831
CBE,S676G,S676,4,B,Auto Signal,Clear,,,,,,,,12633
CBE,S680G,S680,8,B,Auto Signal,Clear,,,,,,,,12697
CBE,S681G,S681,4,9,Auto Signal,Clear,,,,,,,,12635
CBE,S682G,S682,9,7,Auto Signal,Clear,,,,,,,,12717
CBE,S683G,S683,6,3,Auto Signal,Clear,,,,,,,,12673
CBE,S691G,S691,8,2,Auto Signal,Clear,,,,,,,,12706
CBE,S772G,S772,1,6,Dwarf Signal,Clear,,,,,,,,12590
CBE,S772G,S772,1,5,Dwarf Signal,Time Release,,,,,,,,12591
CBE,S772G,S772,1,4,Dwarf Signal,Route Set,,,,,,,,12592
CBE,S773G,S773,1,2,Dwarf Signal,Stop,,,,,,,,12594
CBE,S773G,S773,1,1,Dwarf Signal,Clear,,,,,,,,12595
CBE,S773G,S773,1,0,Dwarf Signal,Time Release,,,,,,,,12596
CBE,S773G,S773,2,F,Dwarf Signal,Route Set,,,,,,,,12597
CBE,S776G,S776,2,7,Home Signal,Stop,,,,,,,,12605
CBE,S776G,S776,2,6,Home Signal,Low Speed,,,,,,,,12606
CBE,S776G,S776,2,5,Home Signal,Clear,,,,,,,,12607
CBE,S776G,S776,2,4,Home Signal,Time Release,,,,,,,,12608
CBE,S776G,S776,2,3,Home Signal,Fleeting,,,,,,,,12609
CBE,S776G,S776,2,2,Home Signal,Approach Clear,,,,,,,,12610
CBE,S776G,S776,2,1,Home Signal,Route Set,,,,,,,,12611
CBE,S777G,S777,3,6,Home Signal,Stop,,,,,,,,12622
CBE,S777G,S777,3,5,Home Signal,Low Speed,,,,,,,,12623
CBE,S777G,S777,3,4,Home Signal,Clear,,,,,,,,12624
CBE,S777G,S777,3,3,Home Signal,Time Release,,,,,,,,12625
CBE,S777G,S777,3,2,Home Signal,Fleeting,,,,,,,,12626
CBE,S777G,S777,3,1,Home Signal,Approach Clear,,,,,,,,12627
CBE,S777G,S777,3,0,Home Signal,Route Set,,,,,,,,12628
CBE,S778G,S778,2,0,Dwarf Signal,Stop,,,,,,,,12612
CBE,S778G,S778,3,F,Dwarf Signal,Clear,,,,,,,,12613
CBE,S778G,S778,3,E,Dwarf Signal,Time Release,,,,,,,,12614
CBE,S778G,S778,3,D,Dwarf Signal,Route Set,,,,,,,,12615
CBE,S780G,S780,5,9,Home Signal,Stop,,,,,,,,12651
CBE,S780G,S780,5,8,Home Signal,Low Speed,,,,,,,,12652
CBE,S780G,S780,5,7,Home Signal,Clear,,,,,,,,12653
CBE,S780G,S780,5,6,Home Signal,Time Release,,,,,,,,12654
CBE,S780G,S780,5,5,Home Signal,Fleeting,,,,,,,,12655
CBE,S780G,S780,5,4,Home Signal,Approach Clear,,,,,,,,12656
CBE,S780G,S780,5,3,Home Signal,Route Set,,,,,,,,12657
CBE,S781G,S781,6,B,Home Signal,Stop,,,,,,,,12665
CBE,S781G,S781,6,A,Home Signal,Low Speed,,,,,,,,12666
CBE,S781G,S781,6,9,Home Signal,Clear,,,,,,,,12667
CBE,S781G,S781,6,8,Home Signal,Time Release,,,,,,,,12668
CBE,S781G,S781,6,7,Home Signal,Fleeting,,,,,,,,12669
CBE,S781G,S781,6,6,Home Signal,Approach Clear,,,,,,,,12670
CBE,S781G,S781,6,5,Home Signal,Route Set,,,,,,,,12671
CBE,S782G,S782,7,B,Home Signal,Stop,,,,,,,,12681
CBE,S782G,S782,7,A,Home Signal,Low Speed,,,,,,,,12682
CBE,S782G,S782,7,9,Home Signal,Clear,,,,,,,,12683
CBE,S782G,S782,7,8,Home Signal,Time Release,,,,,,,,12684
CBE,S782G,S782,7,7,Home Signal,Fleeting,,,,,,,,12685
CBE,S782G,S782,7,6,Home Signal,Approach Clear,,,,,,,,12686
CBE,S782G,S782,7,5,Home Signal,Route Set,,,,,,,,12687
CBE,S783G,S783,7,4,Home Signal,Stop,,,,,,,,12688
CBE,S783G,S783,7,3,Home Signal,Low Speed,,,,,,,,12689
CBE,S783G,S783,7,2,Home Signal,Clear,,,,,,,,12690
CBE,S783G,S783,7,1,Home Signal,Time Release,,,,,,,,12691
CBE,S783G,S783,7,0,Home Signal,Fleeting,,,,,,,,12692
CBE,S783G,S783,8,F,Home Signal,Approach Clear,,,,,,,,12693
CBE,S783G,S783,8,E,Home Signal,Route Set,,,,,,,,12694
CBE,S784G,S784,B,6,Dwarf Signal,Stop,,,,,,,,12750
CBE,S784G,S784,B,5,Dwarf Signal,Clear,,,,,,,,12751
CBE,S784G,S784,B,4,Dwarf Signal,Time Release,,,,,,,,12752
CBE,S784G,S784,B,3,Dwarf Signal,Route Set,,,,,,,,12753
CBE,S786G,S786,B,2,Dwarf Signal,Stop,,,,,,,,12754
CBE,S786G,S786,B,1,Dwarf Signal,Clear,,,,,,,,12755
CBE,S786G,S786,B,0,Dwarf Signal,Time Release,,,,,,,,12756
CBE,S786G,S786,C,F,Dwarf Signal,Route Set,,,,,,,,12757
CBE,S788G,S788,C,E,Dwarf Signal,Stop,,,,,,,,12758
CBE,S788G,S788,C,D,Dwarf Signal,Clear,,,,,,,,12759
CBE,S788G,S788,C,C,Dwarf Signal,Time Release,,,,,,,,12760
CBE,S788G,S788,C,B,Dwarf Signal,Route Set,,,,,,,,12761
CBE,S790G,S790,9,3,Home Signal,Stop,,,,,,,,12721
CBE,S790G,S790,9,2,Home Signal,Low Speed,,,,,,,,12722
CBE,S790G,S790,9,1,Home Signal,Clear,,,,,,,,12723
CBE,S790G,S790,9,0,Home Signal,Time Release,,,,,,,,12724
CBE,S790G,S790,A,F,Home Signal,Fleeting,,,,,,,,12725
CBE,S790G,S790,A,E,Home Signal,Approach Clear,,,,,,,,12726
CBE,S790G,S790,A,D,Home Signal,Route Set,,,,,,,,12727
CBE,S791G,S791,E,4,Home Signal,Stop,,,,,,,,12800
CBE,S791G,S791,E,3,Home Signal,Low Speed,,,,,,,,12801
CBE,S791G,S791,E,2,Home Signal,Clear,,,,,,,,12802
CBE,S791G,S791,E,1,Home Signal,Time Release,,,,,,,,12803
CBE,S791G,S791,E,0,Home Signal,Fleeting,,,,,,,,12804
CBE,S791G,S791,F,F,Home Signal,Approach Clear,,,,,,,,12805
CBE,S791G,S791,F,E,Home Signal,Route Set,,,,,,,,12806
CBE,S792G,S792,10,0,Dwarf Signal,Stop,,,,,,,,12836
CBE,S792G,S792,11,F,Dwarf Signal,Clear,,,,,,,,12837
CBE,S792G,S792,11,E,Dwarf Signal,Time Release,,,,,,,,12838
CBE,S792G,S792,11,D,Dwarf Signal,Route Set,,,,,,,,12839
CBE,S793G,S793,F,C,Home Signal,Stop,,,,,,,,12808
CBE,S793G,S793,F,B,Home Signal,Low Speed,,,,,,,,12809
CBE,S793G,S793,F,A,Home Signal,Clear,,,,,,,,12810
CBE,S793G,S793,F,9,Home Signal,Time Release,,,,,,,,12811
CBE,S793G,S793,F,8,Home Signal,Fleeting,,,,,,,,12812
CBE,S793G,S793,F,7,Home Signal,Approach Clear,,,,,,,,12813
CBE,S793G,S793,F,6,Home Signal,Route Set,,,,,,,,12814
CBE,S794G,S794,C,A,Dwarf Signal,Stop,,,,,,,,12762
CBE,S794G,S794,C,9,Dwarf Signal,Clear,,,,,,,,12763
CBE,S794G,S794,C,8,Dwarf Signal,Time Release,,,,,,,,12764
CBE,S794G,S794,C,7,Dwarf Signal,Route Set,,,,,,,,12765
CBE,S795G,S795,11,A,Home Signal,Stop,,,,,,,,12842
CBE,S795G,S795,11,9,Home Signal,Low Speed,,,,,,,,12843
CBE,S795G,S795,11,8,Home Signal,Clear,,,,,,,,12844
CBE,S795G,S795,11,7,Home Signal,Time Release,,,,,,,,12845
CBE,S795G,S795,11,6,Home Signal,Fleeting,,,,,,,,12846
CBE,S795G,S795,11,5,Home Signal,Approach Clear,,,,,,,,12847
CBE,S795G,S795,11,4,Home Signal,Route Set,,,,,,,,12848
CBE,S796G,S796,C,6,Dwarf Signal,Stop,,,,,,,,12766
CBE,S796G,S796,C,5,Dwarf Signal,Clear,,,,,,,,12767
CBE,S796G,S796,C,4,Dwarf Signal,Time Release,,,,,,,,12768
CBE,S796G,S796,C,3,Dwarf Signal,Route Set,,,,,,,,12769
CBE,S798G,S798,C,2,Dwarf Signal,Stop,,,,,,,,12770
CBE,S798G,S798,C,1,Dwarf Signal,Clear,,,,,,,,12771
CBE,S798G,S798,C,0,Dwarf Signal,Time Release,,,,,,,,12772
CBE,S798G,S798,D,F,Dwarf Signal,Route Set,,,,,,,,12773
CBE,T613T,T613,B,C,Track Circuit,Clear,,,,,,,,12744
CBE,T614T,T614,B,B,Track Circuit,Clear,,,,,,,,12745
CBE,T615T,T615,B,A,Track Circuit,Clear,,,,,,,,12746
CBE,T616T,T616,B,9,Track Circuit,Clear,,,,,,,,12747
CBE,T617T,T617,B,8,Track Circuit,Clear,,,,,,,,12748
CBE,T618T,T618,B,7,Track Circuit,Clear,,,,,,,,12749
CBE,T623T,T623,A,2,Track Circuit,Clear,,,,,,,,12738
CBE,T624T,T624,A,1,Track Circuit,Clear,,,,,,,,12739
CBE,T625T,T625,A,0,Track Circuit,Clear,,,,,,,,12740
CBE,T626T,T626,B,F,Track Circuit,Clear,,,,,,,,12741
CBE,T627T,T627,B,E,Track Circuit,Clear,,,,,,,,12742
CBE,T628T,T628,B,D,Track Circuit,Clear,,,,,,,,12743
CBE,T633T,T633,A,8,Track Circuit,Clear,,,,,,,,12732
CBE,T634T,T634,A,7,Track Circuit,Clear,,,,,,,,12733
CBE,T635T,T635,A,6,Track Circuit,Clear,,,,,,,,12734
CBE,T636T,T636,A,5,Track Circuit,Clear,,,,,,,,12735
CBE,T637T,T637,A,4,Track Circuit,Clear,,,,,,,,12736
CBE,T638T,T638,A,3,Track Circuit,Clear,,,,,,,,12737
CBE,T645T,T645,D,E,Track Circuit,Clear,,,,,,,,12774
CBE,T677T,T677,2,9,Track Circuit,Clear,,,,,,,,12603
CBE,T680T,T680,5,2,Track Circuit,Clear,,,,,,,,12658
CBE,T681T,T681,4,A,Track Circuit,Clear,,,,,,,,12634
CBE,T682T,T682,9,8,Track Circuit,Clear,,,,,,,,12716
CBE,T683T,T683,6,4,Track Circuit,Clear,,,,,,,,12672
CBE,T684T,T684,4,8,Track Circuit,Clear,,,,,,,,12636
CBE,T685T,T685,4,7,Track Circuit,Clear,,,,,,,,12637
CBE,T686T,T686,5,A,Track Circuit,Clear,,,,,,,,12650
CBE,T687T,T687,9,6,Track Circuit,Clear,,,,,,,,12718
CBE,T688T,T688,6,1,Track Circuit,Clear,,,,,,,,12675
CBE,T689T,T689,8,8,Track Circuit,Clear,,,,,,,,12700
CBE,T690T,T690,D,C,Track Circuit,Clear,,,,,,,,12776
CBE,T691T,T691,8,3,Track Circuit,Clear,,,,,,,,12705
CBE,T692T,T692,6,D,Track Circuit,Clear,,,,,,,,12663
CBE,T693T,T693,8,A,Track Circuit,Clear,,,,,,,,12698
CBE,T698T,T698,8,9,Track Circuit,Clear,,,,,,,,12699
CBE,T773T,T773,1,3,Track Circuit,Clear,,,,,,,,12593
CBE,T774T,T774,2,E,Track Circuit,Clear,,,,,,,,12598
CBE,T775T,T775,2,8,Track Circuit,Clear,,,,,,,,12604
CBE,T776T,T776,3,8,Track Circuit,Clear,,,,,,,,12620
CBE,T777T,T777,3,7,Track Circuit,Clear,,,,,,,,12621
CBE,T781T,T781,6,C,Track Circuit,Clear,,,,,,,,12664
CBE,T782T,T782,7,C,Track Circuit,Clear,,,,,,,,12680
CBE,T783T,T783,9,F,Track Circuit,Clear,,,,,,,,12709
CBE,T784T,T784,8,D,Track Circuit,Clear,,,,,,,,12695
CBE,T785T,T785,8,1,Track Circuit,Clear,,,,,,,,12707
CBE,T786T,T786,9,E,Track Circuit,Clear,,,,,,,,12710
CBE,T787T,T787,9,D,Track Circuit,Clear,,,,,,,,12711
CBE,T788T,T788,8,C,Track Circuit,Clear,,,,,,,,12696
CBE,T790T,T790,9,4,Track Circuit,Clear,,,,,,,,12720
CBE,T791T,T791,E,5,Track Circuit,Clear,,,,,,,,12799
CBE,T792T,T792,10,1,Track Circuit,Clear,,,,,,,,12835
CBE,T793T,T793,F,D,Track Circuit,Clear,,,,,,,,12807
CBE,T794T,T794,11,C,Track Circuit,Clear,,,,,,,,12840
CBE,T795T,T795,11,B,Track Circuit,Clear,,,,,,,,12841
CBE,T796T,T796,F,5,Track Circuit,Clear,,,,,,,,12815
CBE,T797T,T797,F,4,Track Circuit,Clear,,,,,,,,12816
CBE,T798T,T798,6,2,Track Circuit,Clear,,,,,,,,12674
CBE,T8T,T8,9,5,Track Circuit,Clear,,,,,,,,12719
CBE,,,3,9,Not Used,,,,,# Not Used,# Not Used,,,12619
CBE,,,4,C,Not Used,,,,,# Not Used,# Not Used,,,12632
CBE,,,5,F,Not Used,,,,,# Not Used,# Not Used,,,12645
CBE,,,5,B,Not Used,,,,,# Not Used,# Not Used,,,12649
CBE,,,6,E,Not Used,,,,,# Not Used,# Not Used,,,12662
CBE,,,7,D,Not Used,,,,,# Not Used,# Not Used,,,12679
CBE,,,D,8,Not Used,,,,,# Not Used,# Not Used,,,12780
CBE,,,D,4,Not Used,,,,,# Not Used,# Not Used,,,12784
CBE,,,D,0,Not Used,,,,,# Not Used,# Not Used,,,12788
CBE,,,E,B,Not Used,,,,,# Not Used,# Not Used,,,12793
CBE,,,E,6,Not Used,,,,,# Not Used,# Not Used,,,12798
CBE,,,F,0,Not Used,,,,,# Not Used,# Not Used,,,12820
CBE,,,10,C,Not Used,,,,,# Not Used,# Not Used,,,12824
CBE,,,10,8,Not Used,,,,,# Not Used,# Not Used,,,12828
CBE,,,10,4,Not Used,,,,,# Not Used,# Not Used,,,12832
CBE,,,10,2,Local Control,Local Control Cancelled,,,,,,,,12834
CBY,SH334G,SH334,0,D,Auto Signal,Clear,,,,,,,,12855
CBY,SH335G,SH335,0,C,Auto Signal,Clear,,,,,,,,12856
CBY,SH348G,SH348,0,7,Auto Signal,Clear,,,,,,,,12861
CBY,SH353G,SH353,0,4,Auto Signal,Clear,,,,,,,,12864
CBY,SH356G,SH356,1,F,Auto Signal,Clear,,,,,,,,12869
CBY,SH366G,SH366,1,C,Auto Signal,Clear,,,,,,,,12872
CBY,SH367G,SH367,1,B,Auto Signal,Clear,,,,,,,,12873
CBY,SH380G,SH380,1,5,Auto Signal,Clear,,,,,,,,12879
CBY,SH381G,SH381,1,4,Auto Signal,Clear,,,,,,,,12880
CBY,SL325G,SL325,0,F,Auto Signal,Clear,,,,,,,,12853
CBY,SL326G,SL326,0,E,Auto Signal,Clear,,,,,,,,12854
CBY,SL334G,SL334,0,A,Auto Signal,Clear,,,,,,,,12858
CBY,SL335G,SL335,0,9,Auto Signal,Clear,,,,,,,,12859
CBY,SL343G,SL343,0,8,Auto Signal,Clear,,,,,,,,12860
CBY,SL348G,SL348,0,6,Auto Signal,Clear,,,,,,,,12862
CBY,SL353G,SL353,0,1,Auto Signal,Clear,,,,,,,,12867
CBY,SL356G,SL356,1,E,Auto Signal,Clear,,,,,,,,12870
CBY,SL362G,SL362,1,D,Auto Signal,Clear,,,,,,,,12871
CBY,SL366G,SL366,1,9,Auto Signal,Clear,,,,,,,,12875
CBY,SL367G,SL367,1,8,Auto Signal,Clear,,,,,,,,12876
CBY,SL371G,SL371,1,7,Auto Signal,Clear,,,,,,,,12877
CBY,SL380G,SL380,1,3,Auto Signal,Clear,,,,,,,,12881
CBY,SL381G,SL381,1,2,Auto Signal,Clear,,,,,,,,12882
CBY,SL384G,SL384,1,0,Auto Signal,Clear,,,,,,,,12884
CBY,SL389G,SL389,2,E,Auto Signal,Clear,,,,,,,,12886
CBY,TAH335T,TAH335,0,5,Track Circuit,Clear,,,,,,,,12863
CBY,TAL343T,TAL343,0,3,Track Circuit,Clear,,,,,,,,12865
CBY,TAL348T,TAL348,0,B,Track Circuit,Clear,,,,,,,,12857
CBY,TAL353T,TAL353,0,0,Track Circuit,Clear,,,,,,,,12868
CBY,TAL356T,TAL356,0,2,Track Circuit,Clear,,,,,,,,12866
CBY,TAL371T,TAL371,1,6,Track Circuit,Clear,,,,,,,,12878
CBY,TAL380T,TAL380,1,A,Track Circuit,Clear,,,,,,,,12874
CBY,TAL381T,TAL381,1,1,Track Circuit,Clear,,,,,,,,12883
CBY,TAL394T,TAL394,2,F,Track Circuit,Clear,,,,,,,,12885
CBY,,,2,D,Not Used,,,,,# Not Used,# Not Used,,,12887
CBY,,,2,C,Not Used,,,,,# Not Used,# Not Used,,,12888
CBY,,,2,B,Not Used,,,,,# Not Used,# Not Used,,,12889
CBY,,,2,A,Not Used,,,,,# Not Used,# Not Used,,,12890
CBY,,,2,9,Not Used,,,,,# Not Used,# Not Used,,,12891
CBY,,,2,8,Not Used,,,,,# Not Used,# Not Used,,,12892
CBY,,,2,7,Not Used,,,,,# Not Used,# Not Used,,,12893
CBY,,,2,6,Not Used,,,,,# Not Used,# Not Used,,,12894
CBY,,,2,5,Not Used,,,,,# Not Used,# Not Used,,,12895
CBY,,,2,4,Not Used,,,,,# Not Used,# Not Used,,,12896
CBY,,,2,3,Not Used,,,,,# Not Used,# Not Used,,,12897
CBY,,,2,2,Not Used,,,,,# Not Used,# Not Used,,,12898
CBY,,,2,1,Not Used,,,,,# Not Used,# Not Used,,,12899
CBY,,,2,0,Not Used,,,,,# Not Used,# Not Used,,,12900
CDN,EAltAPX,EAltA,0,B,Faulty Pedestrian Crossing,,,,,,,,,12905
CDN,ECDN-DEoPPX,ECDN-DEoP,0,5,Faulty Pedestrian Crossing,,,,,,,,,12911
CDN,ECDN-UEoPPX,ECDN-UEoP,0,6,Faulty Pedestrian Crossing,,,,,,,,,12910
CDN,EESS-CDNESS,EESS-CDN,0,8,Express/Stopper,Express Mode Up,,,,,,,,12908
CDN,EESS-CDNESS,EESS-CDN,0,7,Express/Stopper,Express Mode Up Reset,,,,,,,,12909
CDN,ESurRPX,ESurR,1,9,Faulty Pedestrian Crossing,,,,,,,,,12923
CDN,LCooRLX,LCooR,0,1,Level Crossing,Up,,,,,,,,12915
CDN,LCooRLX,LCooR,0,0,Level Crossing,Down,,,,,,,,12916
CDN,LCooRLX,LCooR,1,F,Level Crossing,Power On,,,,,,,,12917
CDN,LCooRLX,LCooR,1,E,Level Crossing,Down Too Long,,,,,,,,12918
CDN,SH1005G,SH1005,1,8,Auto Signal,Clear,,,,,,,,12924
CDN,SH942G,SH942,0,F,Auto Signal,Clear,,,,,,,,12901
CDN,SH949G,SH949,0,D,Auto Signal,Clear,,,,,,,,12903
CDN,SH971G,SH971,0,3,Auto Signal,Clear,,,,,,,,12913
CDN,SH982G,SH982,1,C,Auto Signal,Clear,,,,,,,,12920
CDN,TH948T,TH948,0,E,Track Circuit,Clear,,,,,,,,12902
CDN,TH953T,TH953,0,C,Track Circuit,Clear,,,,,,,,12904
CDN,TH957T,TH957,0,4,Track Circuit,Clear,,,,,,,,12912
CDN,TH966T,TH966,0,A,Track Circuit,Clear,,,,,,,,12906
CDN,TH973T,TH973,1,D,Track Circuit,Clear,,,,,,,,12919
CDN,TH975T,TH975,1,B,Track Circuit,Clear,,,,,,,,12921
CDN,TH978T,TH978,0,9,Track Circuit,Clear,,,,,,,,12907
CDN,TH979T,TH979,1,A,Track Circuit,Clear,,,,,,,,12922
CDN,TH980T,TH980,0,2,Track Circuit,Clear,,,,,,,,12914
CDN,,,1,7,Not Used,,,,,# Not Used,# Not Used,,,12925
CDN,,,1,6,Not Used,,,,,# Not Used,# Not Used,,,12926
CDN,,,1,5,Not Used,,,,,# Not Used,# Not Used,,,12927
CDN,,,1,4,Not Used,,,,,# Not Used,# Not Used,,,12928
CDN,,,1,3,Not Used,,,,,# Not Used,# Not Used,,,12929
CDN,,,1,2,Not Used,,,,,# Not Used,# Not Used,,,12930
CDN,,,1,1,Not Used,,,,,# Not Used,# Not Used,,,12931
CDN,,,1,0,Not Used,,,,,# Not Used,# Not Used,,,12932
CFD   ,C663MJ,C663,22,3,Single Line Control,Control Received,CFD,Caulfield,B,#,#,,,1022
CFD   ,C666CX,C666,22,2,Single Line Control,Control Received,CFD,Caulfield,B,#,#,,,1023
CFD   ,E002CX,E002,23,0,Special Object - 100,,CFD,Caulfield,B,#,#,,,1041
CFD   ,E245CX,E245,22,5,Groundframe,Given,CFD,Caulfield,B,#,#,,,1020
CFD   ,E245CX,E245,22,4,Groundframe,Normal,CFD,Caulfield,B,E245.NWCR,245.NWCR,,,1021
CFD   ,E247CX,E247,22,1,Special Object - Area,,CFD,Caulfield,B,#,#,,,1024
CFD   ,E248CX,E248,22,0,Special Object - Area,,CFD,Caulfield,B,#,#,,,1025
CFD   ,E604CX,E604,12,8,Special Object,Dual Control,CFD,Caulfield,B,E604.JR,604.JR,,,857
CFD   ,E607CX,E607,12,4,Special Object,Dual Control,CFD,Caulfield,B,E607.JR,607.JR,,,861
CFD   ,E608CX,E608,12,0,Special Object,Dual Control,CFD,Caulfield,B,E608.JR,608.JR,,,865
CFD   ,E610CX,E610,13,12,Special Object,Dual Control,CFD,Caulfield,B,E610.JR,610.JR,,,869
CFD   ,E611CX,E611,13,8,Special Object,Dual Control,CFD,Caulfield,B,E611.JR,611.JR,,,873
CFD   ,E612CX,E612,13,4,Special Object,Dual Control,CFD,Caulfield,B,E612.JR,612.JR,,,877
CFD   ,E613CX,E613,13,0,Special Object,Dual Control,CFD,Caulfield,B,E613.JR,613.JR,,,881
CFD   ,E622CX,E622,14,12,Special Object,Dual Control,CFD,Caulfield,B,E622.JR,622.JR,,,885
CFD   ,E623CX,E623,14,8,Special Object,Dual Control,CFD,Caulfield,B,E623.JR,623.JR,,,889
CFD   ,E624CX,E624,14,4,Special Object,Dual Control,CFD,Caulfield,B,E624.JR,624.JR,,,893
CFD   ,E628CX,E628,14,0,Special Object,Dual Control,CFD,Caulfield,B,E628.JR,628.JR,,,897
CFD   ,E632CX,E632,15,12,Special Object,Dual Control,CFD,Caulfield,B,E632.JR,632.JR,,,901
CFD   ,E633CX,E633,15,8,Special Object,Dual Control,CFD,Caulfield,B,E633.JR,633.JR,,,905
CFD   ,E642CX,E642,15,4,Special Object,Dual Control,CFD,Caulfield,B,E642.JR,642.JR,,,909
CFD   ,E644CX,E644,15,0,Special Object,Dual Control,CFD,Caulfield,B,E644.JR,644.JR,,,913
CFD   ,E647CX,E647,16,12,Special Object,Dual Control,CFD,Caulfield,B,E647.JR,647.JR,,,917
CFD   ,E648CX,E648,16,8,Special Object,Dual Control,CFD,Caulfield,B,E648.JR,648.JR,,,921
CFD   ,E652CX,E652,16,4,Special Object,Dual Control,CFD,Caulfield,B,E652.JR,652.JR,,,925
CFD   ,E662CX,E662,16,0,Special Object,Dual Control,CFD,Caulfield,B,E662.JR,662.JR,,,929
